LVL,NAME,ID,HAND,TYPE,YEAR,P,RV/100,VELO,XR,EXT,ZR,AX,AY,AZ,HM,VM,TM,VD,RATE,SSH,SSV,sWHF,oWHF
A,Rafael Sanchez,803596,R,SI,2022,42,2.02,91.4,-2.4,6.2,5.9,-12.4,27.8,-19.0,-12.7,13.0,18.2,-18.9,2042,-0.2,-0.2,42.2,47.3
A,Rafelin Nivar,800216,L,FF,2024,35,0.94,92.6,-2.0,5.7,5.4,-8.3,28.2,-18.4,-8.3,13.8,16.1,-19.1,2208,3.5,2.9,62.9,55.2
A,Rafelin Nivar,800216,L,SI,2024,279,-0.99,93.0,-2.2,5.7,5.4,-12.2,29.1,-19.5,-12.2,12.7,17.9,-19.7,2240,1.2,1.2,51.4,55.1
A,Raimon Gomez,703148,R,FF,2022,555,1.46,96.9,-1.2,6.8,6.2,-9.9,31.0,-12.5,-8.8,17.5,19.9,-11.1,2494,1.4,0.8,52.5,66.7
A,Ramon Henriquez,808045,R,FF,2023,159,3.57,92.8,-2.0,6.2,5.9,-8.1,28.7,-18.0,-8.3,14.2,16.3,-17.8,2166,2.2,1.7,53.2,48.7
A,Ramon Henriquez,808045,R,SI,2023,139,0.24,92.6,-2.0,6.2,5.8,-12.8,27.3,-21.2,-12.7,11.0,17.0,-21.2,2163,-1.2,-1.1,39.1,44.5
A,Ramon Pineda,673005,R,SI,2021,33,-1.27,90.4,-1.7,5.7,6.0,-16.3,27.6,-24.2,-17.2,8.3,19.3,-25.4,2224,-1.3,-2.4,35.9,41.4
A,Ramon Santos,622353,R,FF,2021,30,-1.87,92.6,-1.5,6.4,5.9,-11.2,28.6,-16.2,-11.3,15.8,20.1,-16.0,2092,1.8,1.5,47.7,55.4
A,Randel Clemente,695003,R,FF,2024,193,-2.83,96.7,-1.0,6.7,5.8,-11.7,33.0,-12.9,-10.7,17.4,20.4,-11.7,2610,1.3,0.9,53.6,77.3
A,Randel Clemente,695003,R,SI,2024,124,-1.82,97.0,-1.0,6.7,5.8,-15.0,33.2,-15.1,-13.4,15.4,20.6,-13.7,2568,-1.1,-0.9,45.3,68.9
A,Randy Vásquez,681190,R,FF,2021,364,-0.04,94.5,-2.6,6.5,5.6,-7.2,29.5,-17.7,-6.8,13.7,15.7,-16.7,2471,2.3,1.4,61.7,55.9
A,Randy Vásquez,681190,R,SI,2021,79,4.95,94.2,-2.6,6.5,5.5,-15.7,29.9,-21.7,-15.1,10.0,18.4,-20.7,2445,-3.7,-3.8,39.7,46.0
A,Raul Brito,669993,R,FF,2021,213,-1.15,93.5,-1.5,6.9,5.5,-13.0,29.2,-21.4,-12.4,10.3,16.3,-20.3,2271,-3.3,-3.1,42.1,44.9
A,Rayner Castillo,698982,R,FF,2024,344,0.67,95.8,-1.8,6.4,5.9,-14.0,32.5,-16.2,-13.1,14.9,20.1,-15.1,2279,1.7,1.7,48.4,64.7
A,Rayner Castillo,698982,R,SI,2024,250,2.98,94.8,-1.8,6.4,5.9,-14.8,31.2,-22.1,-14.0,9.6,17.0,-21.2,2252,-1.2,-1.7,42.8,46.9
A,Regi Grace,681322,R,FF,2021,176,2.87,90.8,-1.5,6.3,6.6,-10.5,29.0,-14.0,-10.8,18.6,21.5,-14.6,2364,0.4,0.2,40.2,50.7
A,Regi Grace,681322,R,FF,2022,417,0.32,92.2,-1.8,6.3,6.2,-12.8,28.4,-16.6,-12.8,15.5,20.3,-16.5,2325,1.0,0.9,44.5,54.5
A,Reinys Portillo,683492,R,FF,2021,90,-0.48,88.7,-0.8,6.2,6.6,-3.4,26.5,-14.6,-3.8,19.0,19.5,-15.9,2228,1.4,0.2,40.4,42.8
A,Reynardo Cruz,699106,R,FF,2022,66,-0.76,93.5,-1.0,6.5,6.2,-9.4,30.0,-16.4,-9.1,15.2,17.8,-15.7,2205,3.2,2.6,50.3,50.3
A,Reynardo Cruz,699106,R,SI,2022,57,4.47,94.1,-1.1,6.4,6.2,-13.5,28.9,-19.4,-13.1,12.2,18.2,-18.7,2215,-0.6,-0.6,42.4,49.5
A,Reyson Santos,682896,R,FF,2021,119,-4.1,94.0,-2.4,6.7,5.6,-11.3,28.6,-15.0,-10.7,16.3,19.6,-14.2,2300,1.1,0.7,50.5,60.8
A,Reyson Santos,682896,R,FF,2022,40,3.08,93.2,-2.2,6.9,5.4,-11.6,27.8,-14.4,-11.0,17.3,20.6,-14.0,2250,2.0,1.4,52.2,63.6
A,Reyson Santos,682896,R,SI,2021,320,0.83,94.1,-2.4,6.7,5.5,-14.8,30.0,-16.0,-14.0,15.4,21.0,-15.3,2365,-0.6,-0.6,41.7,63.8
A,Reyson Santos,682896,R,SI,2022,73,-0.59,93.3,-2.2,6.9,5.4,-14.4,28.8,-15.8,-13.9,15.8,21.2,-15.1,2276,0.0,0.0,45.3,66.9
A,Ricardo Velez,703106,R,FF,2023,67,-4.0,92.4,-1.5,6.2,5.5,-12.4,28.3,-20.1,-12.4,12.1,17.4,-20.1,2426,2.0,2.4,45.5,49.5
A,Richard Fitts,690916,R,FF,2022,662,0.71,92.6,-2.3,6.7,5.9,-4.0,28.6,-13.8,-4.0,18.0,18.6,-13.5,2443,1.4,0.3,53.7,51.4
A,Ricky Castro,690462,R,FF,2024,176,2.08,92.3,-1.7,5.7,6.6,-7.4,30.4,-13.5,-7.6,19.4,21.0,-13.8,2340,1.6,0.7,51.4,65.3
A,Ricky Karcher,676689,R,FF,2021,69,-0.28,96.8,-1.3,6.2,6.3,-5.5,30.5,-12.8,-4.9,17.5,18.7,-11.5,2464,1.7,0.6,61.2,50.7
A,Ricky Mineo,802962,R,FF,2023,161,2.45,93.7,-1.3,6.9,6.1,-9.0,30.9,-14.4,-8.6,16.9,18.8,-13.6,2196,1.1,0.6,46.4,49.7
A,Ricky Tiedemann,694357,L,FF,2022,245,2.81,95.2,-2.7,6.6,5.8,-18.0,31.1,-17.1,-16.8,14.2,21.8,-16.0,2380,1.1,1.5,39.4,70.1
A,Ricky Tiedemann,694357,L,FF,2023,55,4.11,95.9,-2.7,6.3,5.6,-18.8,32.5,-19.6,-17.3,11.6,20.8,-18.4,2448,0.6,1.0,37.5,64.7
A,Ricky Tiedemann,694357,L,FF,2024,54,2.07,96.6,-2.7,6.4,5.8,-12.7,31.0,-18.4,-11.6,12.6,17.4,-16.9,2404,2.7,3.0,58.8,63.5
A,Riskiel Tineo,805144,R,FF,2023,65,2.45,93.7,-1.1,5.9,6.1,-8.7,29.5,-17.0,-8.5,15.0,17.7,-16.8,2079,0.0,0.0,43.5,42.6
A,Riskiel Tineo,805144,R,FF,2024,83,-2.31,92.6,-1.1,5.9,6.2,-9.1,30.3,-16.6,-9.2,15.7,18.3,-17.1,2019,0.5,0.3,43.3,44.5
A,Riskiel Tineo,805144,R,SI,2023,92,1.67,93.7,-1.2,5.9,6.2,-13.3,30.3,-20.2,-13.1,11.9,18.1,-19.6,2068,-3.8,-3.1,41.6,42.5
A,Riskiel Tineo,805144,R,SI,2024,99,-2.07,92.8,-1.2,5.8,6.1,-13.8,30.1,-19.9,-13.9,12.6,18.8,-20.0,2071,-3.9,-3.4,41.2,41.9
A,Rob Hensey,802996,L,FF,2023,181,-0.67,90.0,-2.3,6.5,5.7,-12.4,28.1,-18.8,-13.0,14.2,19.3,-19.8,2197,0.6,0.5,43.3,41.7
A,Robert Colina,678783,R,FF,2021,307,1.16,91.3,-1.9,6.2,5.9,-4.1,27.2,-16.6,-4.2,16.1,16.8,-17.0,2360,3.1,1.1,53.5,50.0
A,Robert Colina,678783,R,FF,2022,402,-0.81,91.9,-1.6,6.1,6.0,-5.0,26.2,-16.2,-5.2,16.1,17.0,-16.4,2311,1.8,0.6,49.7,48.0
A,Robert Colina,678783,R,FF,2023,27,8.59,92.8,-1.8,6.0,6.0,-5.3,26.4,-15.9,-5.2,16.6,17.1,-15.8,2369,2.2,0.8,53.7,51.0
A,Robert Colina,678783,R,SI,2021,52,2.0,87.9,-2.0,6.3,5.8,-11.6,25.9,-21.8,-12.3,11.4,17.2,-24.2,2230,-2.3,-2.3,38.3,39.4
A,Robinson Martínez,660822,R,SI,2021,312,0.2,94.1,-3.0,6.1,5.2,-14.2,30.4,-18.0,-13.8,13.9,19.8,-17.4,2315,1.4,1.5,51.2,75.5
A,Rodolfo Sanchez,672651,R,FF,2021,559,0.96,93.2,-2.5,5.2,5.6,-9.6,30.2,-16.2,-9.8,16.3,19.4,-16.6,2355,1.7,1.1,62.1,57.1
A,Rodolfo Sanchez,672651,R,FF,2022,397,1.18,94.4,-2.4,5.4,5.6,-11.5,30.4,-15.6,-11.4,16.4,20.1,-15.6,2443,1.5,1.1,62.7,63.9
A,Roither Hernandez,672648,R,FF,2021,150,0.37,95.7,-1.5,6.7,6.3,-4.3,30.0,-15.6,-4.0,15.0,15.6,-14.3,2287,3.0,1.1,55.4,51.5
A,Ronny Chalas,692830,R,FF,2024,55,6.6,90.8,-0.7,5.8,5.6,-8.4,28.4,-16.9,-9.0,16.1,18.4,-17.8,2236,1.8,1.3,47.9,48.3
A,Ross Dunn,694933,L,FF,2024,406,1.13,90.3,-1.6,6.3,5.9,-10.1,27.8,-17.1,-10.5,15.8,19.2,-18.0,2120,1.5,1.1,42.9,50.0
A,Roy Garcia,672418,R,SI,2021,63,-3.63,93.3,-1.6,5.3,5.6,-15.9,29.6,-23.4,-16.2,8.9,18.5,-23.7,2213,-1.0,-1.9,43.1,42.2
A,Roy Garcia,672418,R,SI,2022,506,-1.5,92.7,-1.4,5.4,5.5,-16.0,28.8,-23.7,-16.3,8.6,18.7,-24.3,2266,-1.5,-2.4,40.0,41.1
A,Roy Garcia,672418,R,SI,2023,142,4.41,94.4,-1.0,5.6,5.5,-16.2,29.6,-21.4,-16.1,10.6,19.2,-21.1,2286,-1.7,-2.2,41.6,42.3
A,Ryan Ammons,686825,L,FF,2024,214,-1.38,91.6,-1.2,6.7,5.4,-4.4,30.0,-13.6,-4.4,18.7,19.4,-13.6,2355,0.3,0.0,48.7,52.2
A,Ryan Anderson,669243,L,SI,2021,381,-1.79,90.7,-3.2,6.2,5.5,-10.6,27.4,-20.0,-11.0,12.7,17.1,-20.7,2268,2.5,2.7,54.6,46.4
A,Ryan Anderson,669243,L,SI,2022,362,-1.31,89.9,-2.7,6.1,5.7,-12.8,26.3,-21.4,-13.6,11.8,18.0,-22.8,2198,0.2,0.2,39.7,44.1
A,Ryan Boyer,801682,R,FF,2022,83,0.28,92.6,-0.8,6.5,5.2,-8.6,29.8,-16.6,-8.4,15.4,17.7,-16.2,2326,2.0,1.2,51.4,49.7
A,Ryan Boyer,801682,R,FF,2023,40,-3.02,92.0,-1.3,6.4,5.2,-8.1,27.0,-18.9,-8.0,13.2,15.7,-18.6,2345,2.3,1.8,51.7,48.5
A,Ryan Cardona,701318,R,FF,2021,55,4.64,90.3,-0.3,5.6,6.1,-5.2,27.5,-16.5,-5.5,17.0,18.1,-17.6,2302,0.7,0.3,44.2,45.2
A,Ryan Cardona,701318,R,FF,2022,229,2.73,90.5,-0.3,5.8,6.1,-4.0,27.0,-15.6,-4.2,17.5,18.2,-16.4,2278,-0.3,-0.1,44.6,47.7
A,Ryan Cardona,701318,R,FF,2023,167,-0.34,91.1,-0.6,6.0,6.1,-2.2,28.0,-14.9,-2.3,17.9,18.1,-15.6,2360,0.0,-0.0,48.8,48.3
A,Ryan Chasse,805989,L,FF,2022,128,-0.44,90.6,-2.2,5.9,6.3,-7.6,26.4,-14.8,-8.0,18.5,20.2,-15.7,2174,0.7,0.3,50.8,54.8
A,Ryan Chasse,805989,L,FF,2023,226,1.21,90.5,-2.0,5.9,6.3,-6.3,28.4,-15.4,-6.7,17.8,19.3,-16.2,2125,1.2,0.5,51.2,53.2
A,Ryan Harbin,689877,R,SI,2023,279,3.0,95.8,-1.3,6.8,6.1,-16.1,30.6,-20.5,-14.8,10.7,18.3,-18.8,2113,-1.4,-1.7,44.8,50.6
A,Ryan Harbin,689877,R,SI,2024,40,-0.65,96.5,-1.3,6.6,6.1,-14.8,31.6,-19.8,-13.6,11.4,17.8,-17.6,2173,-0.9,-0.8,43.6,53.7
A,Ryan Harvey,687308,R,FF,2023,273,2.55,90.9,-1.1,6.1,5.8,-5.9,27.4,-16.3,-6.1,16.6,17.7,-16.9,2129,1.5,0.6,46.4,47.3
A,Ryan Harvey,687308,R,FF,2024,300,-0.45,92.0,-1.4,6.2,5.7,-5.1,27.6,-16.2,-5.2,16.2,17.2,-16.4,2143,1.6,0.6,48.6,49.4
A,Ryan Jennings,688214,R,FF,2022,28,-2.93,94.2,-2.0,6.4,5.1,-9.7,31.4,-15.2,-9.5,16.4,19.0,-14.6,2436,4.6,3.7,74.1,73.7
A,Ryan Jennings,688214,R,FF,2023,82,-1.3,93.5,-2.4,6.3,5.4,-10.3,30.5,-15.7,-10.1,16.1,19.0,-15.2,2456,4.2,3.6,68.9,72.9
A,Ryan Jennings,688214,R,SI,2022,96,1.32,94.4,-2.0,6.3,5.1,-14.2,30.8,-16.8,-13.6,14.8,20.2,-16.1,2449,1.2,1.3,49.1,73.2
A,Ryan Jennings,688214,R,SI,2023,268,1.47,93.6,-2.4,6.3,5.4,-14.3,30.9,-16.6,-14.0,15.2,21.0,-16.3,2441,1.6,1.5,46.4,78.6
A,Ryan Loutos,702795,R,SI,2021,207,0.62,91.2,-1.1,6.3,6.2,-14.0,27.6,-18.4,-14.4,14.2,20.3,-18.8,1975,0.5,0.5,38.3,44.9
A,Ryan Shreve,662914,R,FF,2021,29,-2.59,91.1,-1.0,6.7,6.5,-11.4,28.5,-17.3,-11.6,14.6,18.8,-18.0,2161,2.0,1.7,40.8,43.1
A,Ryan Troutman,689364,R,FF,2021,216,-2.32,89.1,-0.6,6.4,5.7,-9.1,26.7,-17.6,-9.9,15.6,18.5,-18.8,2214,-3.2,-1.6,44.7,39.0
A,Ryan Watson,701511,R,SI,2024,54,3.94,90.8,-2.6,6.4,5.6,-13.6,28.6,-22.5,-14.3,10.1,17.5,-23.4,2089,-3.4,-3.7,41.7,38.4
A,Sam Aldegheri,691951,L,FF,2021,169,4.46,91.7,-1.4,6.2,6.1,-6.3,28.9,-14.3,-6.5,18.2,19.5,-14.5,2274,1.0,0.4,47.6,50.0
A,Sam Aldegheri,691951,L,FF,2023,590,0.77,91.9,-1.7,5.9,6.3,-5.0,28.5,-14.9,-5.1,17.8,18.7,-15.2,2365,1.8,0.5,51.6,47.5
A,Sam Benschoter,680397,R,FF,2021,41,-0.83,91.3,-1.3,6.7,5.5,-6.4,26.5,-17.2,-6.2,15.0,16.2,-17.2,2241,2.9,1.7,49.1,50.9
A,Sam Benschoter,680397,R,FF,2022,98,-1.15,93.6,-0.9,6.5,6.1,-7.6,28.0,-12.9,-7.2,18.8,20.2,-12.6,2271,2.1,0.9,51.7,53.5
A,Sam Benschoter,680397,R,SI,2022,63,0.73,93.5,-1.3,6.5,5.5,-14.4,28.2,-17.2,-13.9,14.8,20.0,-16.7,2254,0.3,0.2,46.0,51.5
A,Sam Bordner,663778,R,FF,2021,186,5.84,92.0,-1.5,6.9,5.8,-8.9,29.2,-14.0,-8.9,18.0,20.0,-13.9,2270,2.4,1.4,51.0,55.4
A,Sam Bordner,663778,R,SI,2021,28,6.32,92.9,-1.6,7.0,5.8,-13.2,28.6,-15.0,-12.7,16.5,20.8,-14.6,2303,-0.4,-0.3,45.0,63.1
A,Sam Hellinger,643358,R,SI,2021,31,1.87,92.0,-2.0,6.5,5.2,-12.7,27.5,-17.0,-12.6,14.8,19.9,-16.9,2049,0.9,0.8,48.0,49.8
A,Sam Highfill,687122,R,FF,2024,107,1.63,90.7,-2.5,6.7,5.8,-7.0,29.3,-15.1,-7.1,17.4,19.0,-15.4,2368,3.0,1.4,55.1,40.6
A,Sam Jacobsak,679556,R,SI,2021,47,-2.51,90.1,-2.3,6.3,6.0,-9.0,26.9,-20.4,-9.4,12.0,14.9,-21.4,2228,1.5,1.4,46.9,40.2
A,Sam Jacobsak,679556,R,SI,2022,113,2.9,90.8,-2.1,6.5,5.8,-9.1,26.0,-18.9,-9.1,13.6,16.5,-19.2,2257,2.0,1.5,46.2,45.5
A,Sam Kessler,675631,R,FF,2021,26,-1.96,90.5,-2.6,6.2,5.7,-7.1,27.5,-21.0,-7.4,11.6,14.6,-22.1,2119,-1.8,-1.0,43.2,44.0
A,Sam Kessler,675631,R,SI,2021,37,-3.62,90.5,-2.6,6.2,5.7,-11.3,27.7,-22.4,-11.6,10.2,16.3,-23.3,2117,-4.0,-3.3,42.0,42.0
A,Sam Ryan,687857,R,SI,2022,45,4.82,92.3,-1.8,6.5,5.7,-14.0,29.5,-18.0,-14.2,14.2,20.2,-17.8,2294,1.6,1.6,49.3,54.9
A,Sammy Tavarez,679013,R,SI,2021,471,0.04,95.9,-2.2,6.7,6.3,-14.9,31.5,-14.4,-13.7,16.3,21.3,-13.3,2420,-0.6,-0.4,42.9,70.8
A,Samuel Perez,682840,L,FF,2022,139,-1.63,83.7,-2.2,5.9,5.8,-10.7,24.4,-19.7,-13.3,15.5,20.5,-24.4,1955,0.9,0.8,36.9,42.8
A,Samuel Perez,682840,L,FF,2023,259,-1.53,83.6,-2.2,5.9,6.0,-9.8,24.8,-19.8,-12.1,15.4,19.5,-24.5,2011,1.2,1.1,36.9,40.7
A,Samuel Perez,682840,L,FF,2024,276,0.55,85.1,-2.2,5.8,6.1,-10.0,26.1,-19.0,-12.2,16.0,20.0,-23.1,2009,1.3,1.1,37.9,40.9
A,Sandro Bargallo,686488,L,FF,2022,685,-0.27,91.1,-1.5,6.0,5.9,-3.5,26.2,-24.1,-3.7,8.4,9.4,-24.9,2337,2.2,1.1,45.1,45.0
A,Santiago Florez,672765,R,FF,2021,302,2.05,92.5,-2.1,6.7,6.3,-3.3,28.4,-15.5,-3.2,16.3,16.9,-15.2,2335,3.3,0.8,52.9,43.8
A,Santiago Florez,672765,R,SI,2021,42,-3.0,92.9,-1.5,6.8,6.2,-10.1,28.3,-18.2,-10.0,13.6,17.4,-17.6,2256,-3.8,-2.1,40.9,39.6
A,Saul Garcia,702903,R,SI,2023,715,1.2,92.9,-2.0,6.7,4.8,-15.7,29.4,-17.5,-15.4,14.3,21.0,-17.1,2333,1.2,1.4,51.7,67.2
A,Saul Garcia,702903,R,SI,2024,607,0.19,92.9,-2.3,6.4,5.0,-16.6,31.2,-18.2,-16.6,13.8,21.5,-18.2,2441,0.8,1.0,40.5,71.7
A,Saul Gonzalez,682015,R,FF,2021,139,1.7,91.6,-2.0,7.1,6.2,-6.8,27.9,-15.3,-6.7,16.3,17.9,-14.9,2406,0.3,0.1,47.5,42.2
A,Saul Gonzalez,682015,R,FF,2022,254,2.07,92.5,-1.7,7.3,6.2,-6.7,27.4,-15.3,-6.5,16.2,17.5,-14.6,2364,-0.3,-0.1,45.5,46.8
A,Saul Teran,699703,R,FF,2023,28,-2.5,92.2,-0.8,6.1,5.6,-5.0,27.8,-20.0,-5.2,12.4,13.6,-20.2,2049,2.8,1.4,50.1,39.9
A,Saul Teran,699703,R,FF,2024,168,2.42,92.0,-1.0,6.3,5.5,-3.8,28.1,-18.7,-3.8,13.8,14.6,-18.9,2179,2.5,0.8,48.3,46.2
A,Saul Teran,699703,R,SI,2024,77,-4.86,92.2,-0.8,6.3,5.6,-11.9,29.5,-20.6,-12.1,11.8,16.9,-20.5,2025,-4.4,-3.2,44.7,37.2
A,Sawyer Gipson-Long,687830,R,FF,2021,460,1.73,92.1,-1.8,7.3,5.8,-9.1,29.2,-15.1,-8.9,16.6,19.0,-14.6,2289,2.3,1.5,54.1,54.1
A,Scott Moss,641900,L,SI,2022,50,2.82,90.5,-1.4,6.5,6.2,-11.2,29.8,-14.8,-11.6,18.0,21.8,-15.4,2360,1.3,0.9,45.9,53.1
A,Scott Randall,695246,R,FF,2024,45,0.96,91.9,-1.6,6.7,5.9,-8.4,29.3,-12.6,-8.5,19.3,21.2,-12.6,2224,1.3,0.6,48.1,54.2
A,Sean Boyle,682044,R,SI,2021,179,-1.4,91.6,-2.3,6.8,5.2,-14.6,29.0,-24.3,-14.9,8.0,17.4,-24.3,2262,-2.2,-3.4,37.7,30.3
A,Sean Guenther,674944,L,SI,2023,29,5.31,91.2,-2.5,6.2,5.8,-14.7,28.5,-25.6,-15.0,6.7,16.6,-26.5,2132,-4.0,-5.6,43.0,36.7
A,Sean Hermann,702314,R,SI,2022,143,0.76,91.0,-2.0,6.2,5.1,-14.6,27.9,-20.0,-15.1,12.6,19.8,-20.5,2206,1.6,2.2,45.2,48.5
A,Sean Hermann,702314,R,SI,2023,697,-0.72,91.4,-2.2,6.3,5.2,-16.5,28.3,-25.1,-16.9,7.2,18.7,-25.8,2191,-0.5,-1.1,36.2,41.6
A,Sean Kealey,701677,L,SI,2021,130,-2.43,91.1,-2.9,6.7,6.2,-14.2,29.6,-17.5,-14.4,15.1,21.2,-17.8,2250,1.2,1.2,43.1,45.1
A,Sean Mellen,673920,L,FF,2021,233,1.42,88.5,-1.0,6.4,5.9,-7.2,26.9,-15.3,-7.8,18.2,20.2,-16.8,2198,1.9,0.9,40.3,45.6
A,Sean Mooney,668855,R,FF,2021,141,2.35,91.3,-0.3,6.4,6.0,-4.2,31.2,-9.7,-4.3,23.2,23.6,-9.9,2523,0.9,0.2,54.9,57.4
A,Sean Mooney,668855,R,SI,2021,121,2.12,90.9,-1.5,6.3,5.3,-13.6,28.7,-14.9,-14.2,17.9,22.6,-15.6,2456,1.8,1.4,46.0,64.3
A,Sean Nolin,543594,L,FF,2023,26,0.27,87.4,-1.4,6.4,5.8,-7.8,26.0,-18.4,-8.8,15.5,18.6,-20.4,2128,1.4,0.8,40.3,40.3
A,Sean Reid-Foley,656887,R,FF,2021,26,1.77,93.7,-1.0,7.0,5.5,-7.4,30.0,-14.7,-7.1,16.5,18.0,-13.7,2125,2.3,1.0,56.6,48.9
A,Sean Reid-Foley,656887,R,FF,2023,26,3.42,94.9,-0.9,7.0,5.6,-9.9,30.0,-12.0,-9.1,18.2,20.4,-11.1,2246,0.6,0.4,49.4,57.5
A,Sean Reynolds,669308,R,FF,2021,262,1.34,92.2,-2.1,6.8,6.7,-8.3,28.8,-13.8,-8.3,18.4,20.1,-13.6,2500,2.3,1.2,49.2,48.4
A,Sean Reynolds,669308,R,SI,2021,61,3.97,92.3,-2.2,6.8,6.6,-12.8,27.9,-16.8,-12.6,15.2,19.8,-16.9,2443,-1.9,-1.4,35.9,41.2
A,Sebastian Espino,672823,R,FF,2024,163,0.83,93.6,-1.9,6.6,5.5,-7.0,29.7,-15.7,-6.8,15.8,17.4,-15.1,2350,3.0,1.6,60.9,54.7
A,Sebastian Espino,672823,R,SI,2024,41,0.71,93.0,-2.0,6.6,5.5,-13.1,29.9,-19.9,-13.1,12.1,18.3,-19.5,2304,-3.8,-2.7,41.2,47.7
A,Sebastian Keane,687187,R,FF,2023,29,5.21,91.7,-3.5,5.8,5.7,-8.3,29.4,-17.0,-8.8,15.6,17.3,-17.7,2220,2.5,2.0,57.9,53.1
A,Sebastian Keane,687187,R,SI,2023,25,-3.84,91.1,-3.6,5.8,5.7,-10.2,28.2,-19.4,-10.6,13.7,17.9,-20.1,2236,1.2,1.0,49.2,44.7
A,Sebastian Rodriguez,692841,R,SI,2022,38,-7.87,89.6,-1.8,6.2,5.3,-12.5,27.2,-24.8,-13.4,7.8,15.8,-26.4,2191,-2.8,-3.6,40.7,40.6
A,Sem Robberse,691828,R,FF,2021,552,0.13,92.3,-0.9,6.7,5.7,-6.7,28.2,-16.4,-6.6,15.5,17.1,-16.1,2478,2.2,1.1,51.0,48.1
A,Sem Robberse,691828,R,FF,2024,47,0.23,90.7,-1.8,6.6,6.0,-4.7,26.4,-16.7,-4.7,15.8,16.5,-16.8,2334,3.5,1.3,48.2,41.7
A,Sergio Umana,684084,R,SI,2021,243,-1.46,88.0,-1.9,6.5,5.7,-14.0,26.1,-23.5,-15.2,9.6,18.3,-25.7,2227,-1.5,-2.0,38.0,36.0
A,Sergio Umana,684084,R,SI,2022,283,-1.06,87.8,-1.1,6.6,5.8,-12.7,25.6,-21.5,-13.9,11.6,18.8,-23.6,2228,-1.9,-2.1,37.7,34.2
A,Seth Nightingale,804587,R,SI,2023,184,2.9,89.4,-2.0,6.4,5.6,-14.4,28.0,-27.0,-15.4,5.6,16.7,-28.7,1981,-1.8,-3.4,38.4,33.8
A,Shaine McNeely,687960,R,FF,2022,40,4.3,93.0,-0.5,6.1,6.4,-5.0,29.4,-15.1,-4.8,17.1,18.1,-14.9,2290,2.8,1.0,51.6,51.8
A,Shane Gray,804904,R,FF,2023,239,-4.47,91.2,-0.6,5.6,6.4,-8.4,28.8,-15.4,-8.9,17.6,19.7,-16.3,2306,2.3,1.3,50.0,56.9
A,Shane Gustafson,690284,R,SI,2022,38,2.16,88.3,-4.1,5.9,4.2,-16.2,25.3,-28.2,-18.4,4.4,19.0,-31.4,2208,0.5,2.8,42.6,48.1
A,Simon Miller,815043,R,SI,2024,52,2.87,93.6,-2.1,6.3,6.0,-14.8,31.4,-15.6,-14.3,16.1,21.8,-15.4,2384,0.7,0.8,43.7,61.3
A,Soenni Martinez,683474,L,SI,2022,279,-0.79,87.6,-0.9,6.3,5.7,-9.3,25.9,-22.3,-10.2,10.9,15.5,-24.5,2037,-0.7,-0.4,41.2,33.7
A,Spencer Bengard,675248,R,FF,2024,273,-0.32,91.4,-1.7,6.3,6.3,-7.3,28.4,-15.8,-7.3,16.7,18.5,-16.0,2146,2.6,1.4,45.8,48.9
A,Spencer Van Scoyoc,668841,L,FF,2021,91,1.43,90.9,-1.5,6.6,6.3,-5.2,28.1,-15.9,-5.3,16.6,17.5,-16.2,2287,2.7,1.1,44.3,42.2
A,Starlyn Castillo,682623,R,FF,2021,176,1.4,93.1,-2.8,6.6,5.7,-9.9,29.2,-17.1,-9.6,14.5,17.6,-16.6,2245,1.5,1.2,53.0,52.4
A,Starlyn Castillo,682623,R,FF,2022,106,-2.99,93.2,-3.3,6.6,5.5,-12.6,28.4,-18.6,-12.2,13.1,18.6,-17.8,2347,1.8,1.8,55.2,55.7
A,Starlyn Castillo,682623,R,FF,2023,36,-2.61,93.8,-2.6,6.4,5.4,-13.9,28.4,-19.4,-12.8,12.1,18.6,-18.6,2247,0.7,0.8,46.4,55.2
A,Starlyn Castillo,682623,R,SI,2022,103,-1.28,93.1,-3.4,6.6,5.3,-16.5,28.6,-24.0,-16.2,7.9,18.2,-23.3,2326,-1.9,-3.2,41.2,49.0
A,Starlyn Castillo,682623,R,SI,2023,116,-4.28,93.4,-2.5,6.4,5.3,-16.6,29.0,-23.9,-16.2,8.0,18.2,-23.2,2222,-2.3,-3.4,38.3,38.2
A,Stephen Quigley,808839,R,SI,2024,26,-0.23,91.2,-1.2,5.7,5.2,-16.4,31.6,-20.2,-17.6,12.7,22.0,-21.5,2203,0.8,1.3,43.2,49.4
A,Steve Hajjar,680727,L,FF,2022,450,2.91,91.7,-1.5,6.7,6.1,-9.1,28.6,-13.4,-9.1,18.7,21.0,-13.4,2243,1.0,0.5,44.8,51.7
A,Steven Cruz,674444,R,FF,2021,552,0.8,97.4,-2.3,6.6,5.7,-11.0,32.2,-13.4,-9.7,16.7,19.6,-12.0,2316,1.9,1.2,57.5,67.6
A,Steven Fulgencio,683728,R,SI,2024,371,0.46,93.1,-1.5,6.4,5.5,-17.1,29.8,-29.4,-16.9,2.8,17.3,-28.8,2115,-1.1,-3.9,39.1,31.5
A,Steven Jennings,675651,R,FF,2021,116,-0.28,90.5,-1.4,6.4,5.7,-6.2,27.4,-15.4,-6.4,17.3,18.6,-16.0,2336,1.5,0.7,47.8,48.1
