LVL,NAME,ID,HAND,TYPE,YEAR,P,RV/100,VELO,XR,EXT,ZR,AX,AY,AZ,HM,VM,TM,VD,RATE,SSH,SSV,sWHF,oWHF
A,A.J. Candelario,668826,R,SL,2022,29,0.86,82.6,-1.8,6.6,5.2,0.6,24.7,-29.5,0.7,3.4,3.7,-36.9,1892,-1.6,0.8,42.9,30.7
A,A.J. Labas,669332,R,CH,2021,47,-8.32,84.1,-1.5,5.7,5.6,-12.4,24.0,-28.4,-15.7,4.7,16.7,-33.6,1968,-0.6,-2.1,43.6,48.8
A,A.J. Labas,669332,R,CH,2022,26,1.38,84.6,-1.6,6.0,5.7,-12.1,22.8,-26.4,-14.1,6.9,16.1,-31.0,2003,-0.6,-0.9,38.3,40.9
A,A.J. Labas,669332,R,CH,2023,134,0.61,85.8,-1.5,5.8,5.5,-13.6,25.4,-31.0,-16.0,1.4,16.2,-36.5,2089,-0.3,-2.8,46.2,40.7
A,A.J. Labas,669332,R,FC,2021,47,-1.91,81.4,-1.6,5.7,5.6,2.2,21.4,-30.7,2.9,1.9,4.0,-40.0,2525,0.0,0.2,47.7,51.6
A,A.J. Labas,669332,R,FC,2022,97,0.39,82.0,-1.6,5.8,5.7,5.1,22.5,-29.2,6.6,3.8,7.9,-37.8,2724,-0.8,3.1,49.8,58.8
A,A.J. Labas,669332,R,FC,2023,32,-7.22,82.1,-1.5,5.6,5.7,7.2,22.6,-30.8,9.3,1.8,9.6,-39.3,2794,0.0,3.3,49.4,59.2
A,A.J. Labas,669332,R,ST,2023,105,-0.23,81.0,-1.5,5.6,5.6,12.3,23.1,-32.0,16.4,0.2,16.9,-42.8,2874,1.4,6.8,48.9,69.8
A,A.J. Wilson,687954,L,SL,2024,91,2.42,80.6,-3.4,5.9,5.2,12.0,23.9,-28.4,16.1,5.0,16.8,-38.4,2826,-0.5,7.0,51.6,67.4
A,Aaron Haase,700412,R,CH,2022,35,3.89,85.2,-2.0,5.9,5.4,-12.4,23.2,-26.8,-14.8,6.4,16.3,-31.4,1896,-1.4,-2.5,42.0,35.2
A,Aaron Haase,700412,R,CU,2022,101,1.03,84.2,-1.6,5.9,5.6,9.7,25.3,-40.0,12.0,-9.5,15.9,-49.0,2753,3.6,3.2,48.0,58.4
A,Aaron Haase,700412,R,FC,2022,90,0.51,87.9,-1.6,5.9,5.7,1.5,23.6,-27.7,1.7,4.9,6.0,-31.2,2692,0.8,0.1,49.9,55.6
A,Aaron Haase,700412,R,SL,2022,91,5.41,85.3,-1.5,5.9,5.6,8.6,25.4,-38.4,10.3,-7.3,12.9,-45.5,2769,3.3,3.3,48.1,58.4
A,Aaron Haase,700412,R,SL,2023,26,1.69,85.0,-1.4,6.0,5.6,3.6,22.7,-33.0,4.2,-1.0,4.4,-38.6,2814,0.6,1.4,52.6,59.0
A,Aaron Holiday,701569,R,FC,2024,86,1.35,87.4,-1.0,6.6,6.2,1.0,25.0,-19.2,1.1,13.9,14.2,-20.6,2286,2.2,-0.1,48.5,36.7
A,Aaron Munson,815317,R,CH,2024,32,-2.12,84.8,-0.9,6.7,5.8,-4.3,28.0,-27.4,-5.1,5.8,9.0,-32.6,924,-2.8,-1.4,45.9,41.4
A,Aaron Munson,815317,R,CU,2024,37,-5.08,80.3,-1.2,6.6,5.8,4.0,23.2,-38.5,5.0,-8.3,10.1,-50.6,2562,-1.1,-0.9,55.8,61.7
A,Aaron Munson,815317,R,FC,2024,139,1.93,87.1,-1.8,6.6,5.9,4.8,26.1,-28.8,5.4,3.8,8.9,-31.5,2499,0.1,0.4,50.2,63.5
A,Aaron Munson,815317,R,SL,2024,109,3.61,83.6,-2.0,6.5,5.8,5.7,25.3,-30.5,6.8,2.0,9.1,-36.2,2484,-0.2,3.0,48.5,61.2
A,Aaron Nixon,691004,R,SL,2024,510,1.3,84.5,-0.5,6.2,5.6,3.0,25.0,-34.3,3.7,-2.6,5.3,-41.1,2381,-0.1,0.1,55.2,36.7
A,Aaron Rozek,702065,L,CH,2021,77,0.51,79.8,-1.2,5.8,6.0,-12.6,22.2,-24.6,-17.3,10.2,20.3,-33.7,2119,0.8,1.5,38.0,49.6
A,Aaron Rozek,702065,L,CU,2021,65,0.68,76.6,-1.1,5.8,6.1,4.8,20.0,-39.5,7.2,-10.8,13.2,-58.2,2627,-0.4,-0.3,48.7,58.2
A,Aaron Rozek,702065,L,SL,2021,95,5.82,84.8,-1.0,6.0,6.2,1.6,22.6,-26.1,1.9,7.1,7.4,-31.0,2419,3.8,0.0,49.6,35.2
A,Aaron Shortridge,663336,R,CU,2022,20,5.05,76.4,-2.1,6.6,5.7,3.9,20.0,-35.2,5.4,-4.6,8.4,-51.6,2339,0.1,0.0,42.3,56.9
A,Aaron Shortridge,663336,R,FC,2024,30,1.37,89.9,-2.0,6.7,6.1,1.0,26.8,-17.8,1.0,14.8,15.0,-18.4,2031,3.6,0.5,47.1,43.7
A,Aaron Shortridge,663336,R,SL,2022,31,-0.1,82.0,-2.3,6.6,5.6,3.1,21.3,-31.7,3.6,0.6,4.2,-40.1,2353,-0.1,0.9,44.9,53.6
A,Aaron Shortridge,663336,R,SL,2024,49,2.86,84.2,-2.2,6.6,6.0,2.7,24.1,-32.0,3.1,0.2,4.1,-37.8,2168,0.3,-0.3,47.3,48.4
A,Adam Serwinowski,703445,L,SL,2024,218,-0.42,82.1,-2.2,6.6,5.9,7.8,23.0,-34.0,10.0,-2.4,10.7,-42.5,2645,1.3,3.4,48.5,66.4
A,Adam Stone,688636,R,FC,2023,175,-3.13,90.1,-1.6,6.2,5.8,1.2,25.5,-25.7,1.2,7.0,7.6,-26.6,2627,3.3,0.6,50.6,57.5
A,Adam Stone,688636,R,SL,2023,54,-3.5,83.6,-1.6,6.2,5.7,4.4,23.4,-30.6,5.4,2.1,7.2,-37.6,2495,0.0,2.1,48.9,53.8
A,Adam Wolf,663684,L,CH,2021,82,1.18,82.1,-2.5,6.0,6.6,-8.0,23.4,-23.5,-10.4,11.4,15.8,-30.1,1707,1.2,1.2,36.6,50.8
A,Adam Wolf,663684,L,SL,2021,130,2.48,84.6,-2.3,6.1,6.7,2.4,22.9,-26.7,2.8,6.4,7.6,-32.0,2130,4.6,-0.2,48.2,41.1
A,Adrian Bohorquez,807974,R,SL,2024,90,3.73,87.4,-1.6,6.2,6.1,2.7,24.7,-30.5,3.0,1.9,4.0,-34.2,2659,0.2,-0.7,47.4,63.2
A,Adrian Florencio,684876,R,CH,2021,28,0.64,89.1,-1.8,6.6,6.1,-8.3,25.5,-18.6,-8.8,14.4,16.7,-20.0,1909,1.4,1.0,39.9,43.1
A,Adrian Florencio,684876,R,SL,2021,610,2.28,83.0,-1.5,6.4,6.2,5.8,22.4,-33.1,7.1,-1.1,7.5,-40.3,2544,0.0,0.7,50.1,61.9
A,Adrian Hernandez,681753,R,CU,2021,55,1.09,78.1,-1.6,6.2,5.9,4.6,21.7,-42.7,6.5,-14.8,15.8,-60.0,2290,0.8,0.3,50.9,48.5
A,Adrian Hernandez,681753,R,SC,2021,170,3.83,81.8,-1.6,6.4,5.7,-13.8,21.3,-27.4,-17.8,6.0,18.8,-34.8,2419,0.5,1.6,42.7,47.9
A,Adrian Hernandez,681753,R,SC,2022,30,5.93,82.3,-1.7,6.6,5.5,-13.4,23.8,-26.7,-16.6,7.0,18.0,-33.8,2240,1.2,4.2,41.9,44.7
A,Adrian Herrera,805155,R,CU,2024,49,-0.04,77.3,-1.6,6.5,5.3,5.6,21.8,-37.9,8.0,-8.0,11.1,-53.6,2183,0.3,0.1,49.7,45.7
A,Adrian Herrera,805155,R,SL,2024,21,-11.86,83.2,-1.8,6.4,5.2,4.0,23.4,-29.9,4.9,3.0,5.7,-36.4,2182,1.9,-1.9,55.0,44.6
A,Al Pesto,663875,R,FC,2023,35,-2.51,81.1,-1.2,6.3,5.5,0.6,21.7,-28.6,0.8,4.7,5.0,-36.7,2022,2.2,0.4,47.3,34.9
A,Alan Perdomo,679595,R,CU,2024,138,-1.01,78.5,-2.1,6.2,5.7,5.0,22.2,-36.4,6.9,-5.8,9.4,-50.3,2127,0.1,0.1,47.3,40.4
A,Alberto Gonzalez,681298,R,CH,2021,28,-2.39,82.7,-0.9,6.2,5.6,-13.6,24.0,-28.0,-16.8,5.0,18.0,-35.2,1911,-0.4,-1.4,39.2,46.5
A,Alberto Gonzalez,681298,R,SL,2021,66,0.73,80.4,-1.0,6.0,5.8,7.2,21.4,-27.6,9.8,6.3,11.6,-36.7,2576,-1.6,5.8,50.0,54.3
A,Alejandro Gomez,702901,R,CH,2024,24,4.88,85.2,-1.3,5.8,5.7,-12.0,25.1,-25.0,-14.5,8.5,17.0,-29.7,1821,1.2,2.5,38.9,59.2
A,Alejandro Gomez,702901,R,SL,2024,84,-1.85,81.7,-1.3,5.8,5.6,3.5,24.0,-29.0,4.6,4.2,7.2,-37.9,2276,-1.4,4.4,46.4,39.8
A,Alejandro Made,677660,R,SL,2021,77,-4.25,81.4,-2.8,5.4,6.2,2.0,24.1,-30.5,2.6,2.2,4.2,-40.9,2233,-0.2,1.0,45.0,52.1
A,Alejandro Melean,678287,R,CH,2021,358,-0.2,82.4,-1.4,6.4,5.5,-12.5,22.4,-26.4,-15.7,7.2,17.5,-33.1,1805,-0.3,-0.6,36.3,39.9
A,Alejandro Melean,678287,R,CU,2021,202,-1.18,78.8,-1.4,6.3,5.5,3.9,21.3,-29.7,5.4,3.6,6.8,-40.8,2068,-0.5,1.7,44.1,39.4
A,Alessandro Ercolani,700344,R,CH,2023,49,-9.69,85.6,-2.4,6.9,5.3,-8.4,23.7,-21.2,-9.7,12.7,16.7,-24.0,1929,-1.6,-1.0,44.7,35.4
A,Alessandro Ercolani,700344,R,FC,2023,144,2.47,85.5,-2.6,6.8,5.5,3.4,24.8,-21.3,3.9,12.5,14.0,-24.7,2167,-1.8,0.9,56.8,42.8
A,Alessandro Ercolani,700344,R,SL,2023,154,-5.16,81.1,-2.3,6.7,5.5,5.9,22.6,-28.6,7.6,4.6,9.3,-36.6,2171,-0.6,1.9,47.0,46.1
A,Alex Amalfi,806334,R,CH,2023,49,-4.98,86.5,-1.9,6.8,5.6,-12.2,25.7,-24.7,-13.7,8.5,16.6,-27.6,1644,-0.1,-0.2,41.1,41.0
A,Alex Amalfi,806334,R,CU,2023,173,-2.14,76.9,-1.8,6.8,5.7,9.1,22.2,-40.4,13.1,-11.8,17.8,-57.9,2407,1.9,1.9,50.7,63.0
A,Alex Amalfi,806334,R,SL,2022,40,0.1,79.4,-1.7,6.9,5.6,9.0,22.6,-29.7,12.0,3.2,13.0,-40.2,2397,-0.2,5.6,48.0,54.2
A,Alex Amalfi,806334,R,SL,2023,159,1.06,82.0,-1.8,6.8,5.6,3.7,23.4,-30.0,4.4,2.6,6.3,-37.4,2434,0.1,1.5,48.6,57.9
A,Alex Aquino,659821,R,CU,2021,26,9.31,76.6,-2.8,6.8,5.9,6.6,19.2,-33.3,9.4,-1.5,9.6,-47.0,2318,1.1,2.8,38.2,47.1
A,Alex Blandino,607468,R,KN,2024,52,-4.88,74.8,-1.1,6.2,5.8,1.0,21.6,-30.4,1.6,2.6,8.4,-48.3,164,0.0,1.0,50.4,35.6
A,Alex Bustamante,806628,R,CU,2023,149,-3.16,80.4,-2.8,6.1,5.7,7.3,23.2,-38.8,9.8,-8.8,14.2,-51.5,2660,1.1,1.0,47.2,57.4
A,Alex Bustamante,806628,R,FC,2023,74,-2.47,85.8,-2.5,6.2,5.8,1.4,24.1,-27.3,1.7,5.4,6.6,-30.9,2397,1.2,0.3,45.2,55.2
A,Alex Bustamante,806628,R,SL,2023,245,0.44,81.7,-2.7,6.1,5.6,8.7,23.6,-30.0,11.3,2.9,12.3,-39.2,2515,0.7,7.8,47.4,60.3
A,Alex Cornwell,676498,L,CH,2022,129,3.91,84.0,-2.5,6.2,6.1,-9.6,23.8,-21.5,-11.8,13.2,17.7,-26.2,1817,2.1,2.2,37.3,49.5
A,Alex Cornwell,676498,L,CU,2022,138,3.3,76.3,-2.3,6.1,6.2,4.1,20.0,-40.7,6.1,-12.6,14.1,-60.2,2546,1.2,0.5,44.4,60.5
A,Alex Cornwell,676498,L,SL,2022,139,-3.96,84.6,-2.5,6.1,6.1,2.0,23.8,-29.6,2.4,3.1,4.6,-35.5,2239,2.2,-0.3,45.6,49.9
A,Alex Faedo,656412,R,FC,2022,33,6.48,86.7,-2.2,6.0,6.3,0.3,22.0,-26.9,0.4,5.8,6.0,-30.6,2537,2.1,0.0,47.0,55.9
A,Alex Faedo,656412,R,SL,2022,20,5.6,85.2,-2.2,6.0,6.5,1.6,23.0,-29.7,1.9,2.9,4.0,-35.4,2546,1.0,0.2,45.8,57.5
A,Alex Garbrick,687885,R,CH,2021,36,-0.64,84.7,-2.0,5.7,5.6,-10.6,23.6,-28.2,-12.8,5.0,14.8,-34.7,1786,0.1,0.2,41.3,50.7
A,Alex Garbrick,687885,R,CH,2022,58,-2.07,86.2,-2.2,5.7,5.4,-11.6,24.1,-30.6,-13.8,1.9,14.2,-35.7,1754,-0.2,-1.6,44.9,35.5
A,Alex Garbrick,687885,R,CU,2022,127,-2.31,80.7,-2.2,5.5,5.5,10.3,23.0,-35.7,13.7,-4.8,14.9,-48.0,2782,3.3,5.2,49.0,59.5
A,Alex Garbrick,687885,R,SL,2021,53,-2.32,81.7,-1.9,5.5,5.7,4.7,23.7,-31.2,6.2,1.3,7.6,-40.5,2713,2.2,6.6,49.0,62.6
A,Alex Garbrick,687885,R,SL,2022,107,-1.76,81.8,-2.1,5.6,5.4,9.1,22.9,-33.5,12.0,-1.7,12.4,-43.7,2806,3.3,7.3,50.3,65.9
A,Alex Garbrick,687885,R,SL,2024,24,0.13,84.8,-2.0,5.5,5.6,0.5,22.7,-29.4,0.6,3.3,4.2,-35.2,2538,3.2,1.0,48.0,50.3
A,Alex McFarlane,686934,R,CH,2022,30,0.67,87.0,-1.7,6.7,5.1,-14.5,25.2,-29.2,-16.3,3.4,16.9,-31.7,2025,-0.1,-0.8,36.9,32.4
A,Alex McFarlane,686934,R,CH,2023,38,-5.63,86.6,-1.7,6.6,4.9,-15.4,26.9,-28.3,-17.4,4.3,18.0,-31.8,2074,0.1,0.3,40.4,35.8
A,Alex McFarlane,686934,R,SL,2022,52,0.81,85.2,-1.8,6.4,5.2,4.1,22.6,-33.1,4.8,-1.1,5.2,-38.3,2808,0.4,1.4,56.2,60.1
A,Alex McFarlane,686934,R,SL,2023,371,2.28,85.0,-1.9,6.3,5.0,3.4,23.0,-32.5,4.0,-0.4,4.6,-38.0,2858,0.0,1.0,58.7,61.8
A,Alex McKenney,702914,R,CU,2021,59,2.12,79.3,-2.0,6.3,5.9,3.4,21.2,-36.3,4.6,-5.5,7.8,-48.9,2331,-1.0,-1.1,46.3,56.2
A,Alex McKenney,702914,R,SL,2022,59,-1.05,80.1,-1.9,6.5,5.9,6.3,22.3,-28.7,8.2,4.7,10.1,-38.0,2379,-0.6,9.3,42.9,54.0
A,Alex Nolan,691055,R,SL,2021,50,1.34,80.0,-1.7,6.2,6.2,7.1,22.2,-33.1,9.4,-1.2,9.4,-44.4,2537,0.4,2.8,46.5,59.9
A,Alex Rao,702102,R,FS,2023,97,-1.61,83.9,-1.6,6.5,5.7,-8.9,24.7,-31.8,-10.8,0.5,11.2,-38.1,1308,-0.1,-2.7,44.2,52.6
A,Alex Rao,702102,R,SL,2023,69,1.42,83.6,-1.6,6.4,5.8,2.2,23.4,-32.2,2.8,0.0,3.4,-38.8,2218,0.0,0.7,46.6,40.8
A,Alex Roth,689308,R,CU,2021,127,0.79,79.0,-2.8,6.5,6.2,1.4,21.5,-37.0,1.9,-6.5,7.2,-50.2,2328,-0.6,0.0,40.5,52.7
A,Alexander Johnson,689564,R,FC,2024,31,2.03,86.4,-0.8,6.2,6.1,-3.5,25.2,-26.4,-4.0,6.7,8.0,-30.2,2144,1.2,0.9,44.6,31.9
A,Alexander Johnson,689564,R,SL,2022,28,4.61,82.4,-0.6,6.1,6.4,-0.7,24.6,-30.7,-0.8,1.9,2.8,-38.7,2113,0.6,2.0,45.3,27.1
A,Alexander Johnson,689564,R,SL,2024,24,2.79,84.6,-0.8,6.1,6.2,-3.0,24.6,-29.0,-3.7,3.8,5.4,-34.8,2130,0.3,0.4,45.0,28.9
A,Alfredo Ruiz,701619,L,CH,2022,91,-0.68,80.5,-2.5,6.2,5.0,-11.1,21.3,-27.3,-14.5,6.4,15.9,-35.7,1726,-1.0,-1.8,41.3,34.6
A,Alfredo Ruiz,701619,L,CU,2022,94,-2.3,75.6,-2.5,6.2,5.0,7.4,19.4,-32.4,11.2,-0.4,12.2,-48.6,2296,0.8,4.5,46.5,54.2
A,Allen Facundo,702098,L,CH,2024,33,-1.36,89.6,-0.5,6.0,5.8,-13.7,28.4,-28.7,-14.2,3.8,14.8,-30.5,1795,-1.6,-3.5,47.2,34.6
A,Allen Facundo,702098,L,SL,2024,194,2.48,82.9,-0.8,6.1,5.7,6.9,22.5,-33.8,8.6,-2.0,9.2,-42.0,2783,2.6,4.8,50.4,64.1
A,Anders Tolhurst,689434,R,CU,2022,33,-2.64,79.5,-1.8,6.2,6.1,9.0,22.3,-36.6,12.0,-6.0,13.9,-49.8,2396,3.0,4.1,48.4,51.1
A,Anders Tolhurst,689434,R,SL,2022,36,4.69,83.3,-1.8,6.3,6.0,7.0,24.6,-31.1,8.5,1.2,9.7,-38.2,2334,0.2,4.5,46.9,49.4
A,Anderson Munoz,674468,R,CU,2021,30,4.73,81.4,-2.0,6.2,5.6,11.7,24.0,-35.3,15.4,-4.1,16.4,-45.8,2505,2.2,5.2,48.1,57.7
A,Anderson Munoz,674468,R,SL,2021,77,1.97,82.5,-2.1,6.2,5.5,11.9,24.0,-33.1,15.2,-1.2,15.3,-41.8,2490,1.9,6.6,47.9,58.1
A,Andre Granillo,701552,R,SL,2021,96,3.89,81.2,-1.2,5.9,6.0,3.4,21.6,-28.8,4.4,4.4,7.0,-37.6,2515,-1.6,4.9,46.5,49.5
A,Andre Granillo,701552,R,SL,2022,64,-1.17,80.4,-1.0,6.0,6.0,2.7,21.3,-29.0,3.6,4.4,7.1,-38.0,2337,-1.2,2.4,45.8,40.0
A,Andrew Abbott,671096,L,CU,2021,51,3.78,78.4,-1.5,6.4,5.8,10.4,21.2,-36.8,14.4,-6.5,15.6,-50.9,2785,2.5,4.0,51.5,71.2
A,Andrew Baker,687900,R,SL,2021,36,2.19,81.6,-1.9,6.4,6.2,7.0,22.9,-37.0,8.9,-6.2,11.2,-47.6,2103,3.8,3.8,51.4,42.7
A,Andrew Bash,687856,R,CH,2021,83,-1.37,81.8,-2.0,6.3,5.5,-9.5,22.7,-26.4,-12.1,7.3,14.9,-33.5,1776,0.2,0.3,36.9,36.2
A,Andrew Bash,687856,R,SL,2021,155,2.14,81.2,-1.7,6.4,5.7,8.5,22.1,-32.4,10.8,-0.2,11.4,-41.6,2692,0.3,3.5,51.3,64.9
A,Andrew Landry,815069,R,CU,2024,34,1.82,80.6,-1.6,5.8,5.7,4.1,22.2,-36.0,5.6,-5.0,8.2,-47.8,2667,0.8,0.9,48.2,56.2
A,Andrew Landry,815069,R,FC,2024,46,-2.02,86.4,-1.9,6.0,5.4,2.4,25.0,-29.4,2.7,3.2,5.0,-33.2,2584,1.0,0.2,49.3,51.1
A,Andrew Landry,815069,R,SL,2024,74,-2.49,84.3,-1.8,5.9,5.6,3.4,23.6,-32.0,4.2,0.2,5.4,-39.2,2695,0.4,1.4,49.5,56.3
A,Andrew Magno,687841,L,CU,2021,113,-0.17,77.5,-1.1,5.9,5.9,5.8,20.7,-39.3,8.6,-10.1,13.5,-56.0,2823,1.1,0.7,50.4,61.5
A,Andrew Magno,687841,L,SL,2021,50,-2.22,78.8,-1.2,5.8,5.9,6.2,21.3,-37.2,8.5,-7.0,11.4,-52.2,2817,2.6,2.3,48.9,61.3
A,Andrew Marrero,687817,R,CH,2021,30,3.47,87.6,-2.0,6.4,5.3,-12.1,25.4,-25.2,-13.2,7.8,15.4,-28.0,1645,-1.4,-2.2,42.7,36.0
A,Andrew Marrero,687817,R,SL,2021,73,0.18,84.7,-1.9,6.0,5.3,6.9,24.2,-32.8,8.2,-0.7,8.4,-39.1,2816,1.0,3.6,52.9,59.3
A,Andrew Marrero,687817,R,SL,2022,327,2.03,84.3,-1.5,5.9,5.6,7.6,23.6,-34.6,9.4,-3.0,10.1,-41.9,2932,2.3,3.8,50.6,64.9
A,Andrew Moore,681097,R,FC,2022,20,-3.5,87.0,-1.9,7.0,5.2,0.4,25.4,-28.8,0.4,3.6,4.0,-32.0,2183,2.4,0.6,47.7,54.2
A,Andrew Morris,702193,R,CH,2023,143,0.41,88.6,-2.2,6.2,6.3,-12.0,26.2,-25.8,-13.0,7.1,15.2,-28.2,1509,-1.3,-2.0,44.2,38.6
A,Andrew Morris,702193,R,CU,2023,68,-1.28,76.6,-1.7,6.1,6.6,6.0,20.4,-38.3,8.7,-9.1,13.0,-56.0,2218,1.0,0.8,50.0,44.9
A,Andrew Morris,702193,R,SL,2023,188,0.83,86.2,-2.0,6.2,6.5,4.0,23.6,-28.3,4.6,4.4,6.7,-32.3,2270,0.4,-0.5,46.3,46.8
A,Andrew Nardi,677053,L,CH,2021,30,-4.0,86.2,-3.1,6.8,5.9,-13.2,24.0,-22.6,-14.5,10.6,18.1,-25.6,1937,-1.4,-1.6,37.3,30.7
A,Andrew Nardi,677053,L,SL,2021,48,2.13,81.2,-3.1,6.7,5.8,5.2,23.0,-27.0,6.4,6.6,11.0,-33.5,2300,-1.0,3.8,42.5,43.1
A,Andrew Painter,691725,R,CU,2022,86,2.42,79.6,-2.2,6.5,6.6,9.6,22.0,-37.0,12.6,-6.6,14.8,-49.8,2449,2.2,3.4,48.9,65.4
A,Andrew Painter,691725,R,SL,2022,107,1.96,82.2,-2.4,6.4,6.4,8.2,22.6,-32.7,10.3,-0.6,10.8,-41.2,2511,1.3,5.3,45.1,63.6
A,Andrew Sears,808825,L,CH,2024,126,-2.01,87.0,-3.5,7.0,5.4,-7.8,24.2,-27.3,-8.6,5.4,10.8,-29.7,1535,-1.6,-2.3,54.1,43.6
A,Andrew Sears,808825,L,SL,2024,343,0.61,81.5,-3.9,6.9,5.2,5.1,22.6,-30.2,6.4,2.5,7.1,-37.7,2407,-0.1,1.6,50.8,42.8
A,Andrew Walling,681003,L,FC,2022,61,-0.34,88.0,-1.9,6.3,6.0,3.5,24.2,-27.7,3.8,4.9,6.5,-30.3,2338,0.4,-0.4,46.0,49.3
A,Andrew Walling,681003,L,FC,2023,238,1.96,88.0,-2.0,6.1,6.1,3.5,25.8,-28.3,4.0,4.3,6.4,-31.3,2351,0.8,-0.4,46.1,48.4
A,Andrew Walling,681003,L,SL,2023,112,0.21,83.1,-2.1,6.0,6.0,10.5,25.2,-31.7,13.2,0.6,13.8,-39.9,2410,1.8,7.8,45.7,59.2
A,Andruw Salcedo,691402,R,FA,2023,31,-11.29,79.6,-2.0,5.2,5.6,-11.2,23.4,-22.8,-15.5,14.4,21.8,-30.8,2188,0.8,1.2,44.5,45.6
A,Andy Santana,672458,R,CH,2022,20,-12.35,85.5,-2.4,6.3,5.9,-14.0,25.0,-23.0,-16.4,10.8,20.1,-26.9,2182,1.0,2.2,35.3,42.8
A,Andy Santana,672458,R,SL,2022,84,2.63,82.2,-2.4,6.4,6.1,2.7,22.9,-30.3,3.4,2.4,4.6,-38.4,2312,0.2,-0.1,43.5,55.0
A,Angel Alfonseca,695227,L,SL,2023,29,2.93,78.3,-1.6,5.7,4.9,5.5,21.6,-32.1,7.8,0.1,8.4,-46.0,2830,0.8,4.0,55.3,62.9
A,Angel Cuenca,681450,R,CH,2021,25,-11.4,82.9,-1.9,6.7,5.5,-8.5,22.0,-24.3,-10.7,9.8,15.8,-29.7,2003,-2.9,-1.7,37.4,36.5
A,Angel Cuenca,681450,R,CH,2023,141,-0.55,85.4,-1.5,6.5,5.7,-9.5,24.9,-22.9,-11.2,10.9,16.2,-26.6,2038,-2.7,-2.0,36.0,40.3
A,Angel Cuenca,681450,R,CH,2024,145,0.12,86.4,-1.6,6.3,5.7,-12.5,25.7,-22.8,-14.3,10.8,18.2,-26.2,2020,-1.8,-2.2,36.3,37.2
A,Angel Cuenca,681450,R,CU,2021,53,-7.55,76.2,-1.8,6.6,5.5,7.0,19.3,-34.1,10.2,-2.8,10.7,-49.6,2239,1.3,3.4,43.0,54.0
A,Angel Cuenca,681450,R,CU,2022,21,-15.62,78.2,-1.3,6.3,5.5,7.9,20.6,-33.8,10.8,-2.2,11.2,-46.2,2356,1.1,3.1,51.3,48.8
A,Angel Cuenca,681450,R,CU,2023,167,-1.77,79.6,-1.4,6.4,5.8,8.9,22.5,-31.5,12.1,0.8,12.6,-42.4,2390,0.5,5.1,48.9,54.5
A,Angel Cuenca,681450,R,CU,2024,96,-7.16,81.3,-1.5,6.4,5.7,5.8,22.3,-31.8,7.4,0.5,8.1,-40.8,2544,0.3,1.9,51.0,61.3
A,Angel Cuenca,681450,R,FC,2024,83,-0.0,89.7,-1.7,6.3,5.6,1.5,25.2,-21.4,1.6,11.3,11.6,-22.5,2494,4.8,0.3,53.6,51.9
A,Angel Cuenca,681450,R,SL,2024,47,0.83,86.2,-1.8,6.3,5.6,2.5,24.1,-25.0,2.9,8.2,9.0,-28.5,2524,2.5,-0.1,49.4,61.9
A,Angel Reyes,681938,R,CH,2022,31,1.35,86.7,-3.0,6.3,5.2,-8.8,21.8,-31.4,-10.2,0.8,10.5,-35.3,1887,-1.2,-4.1,46.6,43.3
A,Angel Reyes,681938,R,FC,2022,100,-0.21,87.5,-2.9,6.2,5.2,1.0,25.2,-26.9,1.2,5.8,6.3,-30.4,2432,3.0,0.2,51.5,54.3
A,Anthony Escobar,678673,R,CH,2022,33,-12.97,83.0,-1.5,7.1,5.6,-12.0,22.3,-23.0,-14.0,11.2,18.2,-27.6,2116,-1.2,-1.4,37.8,40.4
A,Anthony Escobar,678673,R,CU,2021,23,-1.83,80.1,-1.5,6.9,5.5,4.3,23.4,-31.1,5.6,1.4,6.1,-40.9,2256,-0.2,2.2,45.9,57.0
A,Anthony Escobar,678673,R,CU,2022,107,-2.52,79.0,-1.4,6.9,5.6,3.8,20.3,-33.1,5.0,-1.3,6.3,-43.6,2301,0.1,1.3,44.7,58.1
A,Anthony Kay,641743,L,SL,2022,25,2.72,85.1,-2.1,5.7,5.9,4.4,24.1,-34.5,5.3,-2.6,6.0,-40.8,2720,0.2,0.6,48.0,51.0
A,Anthony Maldonado,687424,R,FC,2021,22,3.14,87.0,-1.8,5.8,5.8,-2.0,26.2,-26.4,-2.4,6.8,7.2,-30.8,2626,0.4,-0.0,47.9,50.2
A,Anthony Narvaez,802083,R,CH,2024,47,0.57,83.7,-1.8,6.1,6.0,-12.4,25.5,-25.6,-15.4,8.0,17.7,-31.4,2185,0.2,0.3,36.0,47.8
A,Anthony Nunez,689296,R,CH,2024,21,1.81,85.3,-2.6,6.3,5.6,-17.0,25.6,-25.0,-19.9,8.4,21.9,-29.2,2192,1.0,3.4,36.1,47.0
A,Anthony Nunez,689296,R,SL,2024,26,2.73,83.6,-2.4,6.3,5.6,11.0,24.7,-32.0,13.7,0.3,13.8,-39.2,2902,2.4,7.8,52.2,72.6
A,Anthony Solometo,696143,L,CH,2022,130,-2.68,84.8,-2.5,6.8,5.4,-11.4,23.8,-27.4,-13.4,5.6,14.6,-32.0,1544,-1.0,-2.0,44.7,36.2
A,Anthony Solometo,696143,L,CH,2024,75,4.63,89.3,-2.8,7.0,5.1,-13.3,26.5,-24.4,-14.0,8.5,16.7,-25.4,2304,-0.4,-0.9,40.1,43.1
